,Unnamed: 0,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Performance - Perform. 1y.1,Yield,P/E,P/S,P/B,Asset Growth,Info - Stock price,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility
59,59,1677,BHG Group,Retailers,51.36,-5.896,0.936,3372.0,13528.9,0.0665,11077.0,54.437,0.09233,-1878.6,5211.9,-0.07615,-0.31334,-0.4275,Sweden,Large Cap,BHG,18.756,2022-01-28,BHG.ST,-0.4275,,22.825,0.875,2.125,0.5677300000000001,2022-01-28,Q4-2021,Consumer Durables,-0.3604443676970011,0.249244210541877,0.1716285180282386,2.9135816772696934,0.4589474196697947,0.4053409232945437,0.5398857917136022
60,60,1376,BICO Group,Medical Equipment,84.523,-3.089,0.144,825.859,6784.6,-0.02842,11266.41,66.097,-0.04255,-3647.259,4396.4,-0.5971500000000001,-0.6777200000000001,-0.37579,Sweden,Large Cap,BICO,-69.235,2021-11-10,BICO.ST,-0.37579,,-52.674,11.527,2.563,5.99715,2022-01-28,Q3-2021,Health Care,-0.8296012646710946,0.1217255254547062,-0.2145766080612888,-4.344345547922291,0.6836750949718273,0.603973325947843,0.4526866189444821
61,61,33,Bilia,Auto & Equipment,22.958,60.384,2.045,5870.0,17240.0,0.1798999999999999,13888.28,33.96,0.31129,230.0,4597.0,-0.07529,-0.27327,0.2567399999999999,Sweden,Large Cap,BILI A,9.278,2021-10-26,BILI-A.ST,0.2567399999999999,0.04441,9.255,0.394,3.021,0.11441,2022-01-28,Q3-2021,Consumer Durables,0.0500326299760713,0.3404872389791183,-0.0371173210077814,-1.1839820498174087,0.3252081696345318,0.2960152998586673,0.2873234997749574
62,62,34,BillerudKorsnäs,Forest & Wood Products,101.151,13.001,0.69,13245.0,37978.0,0.07599,31111.551,31.495,0.0741,2393.0,20041.0,-0.17062,-0.19631,-0.04355,Sweden,Large Cap,BILL,17.637,2022-01-28,BILL.ST,-0.04355,0.02858,20.951,1.187,1.552,0.0445,2022-01-28,Q4-2021,Materials,0.1194052193004341,0.3487545421033229,0.0168093035071168,0.4230937431386995,0.2560911020990978,0.2207622365016477,0.3641268959895609
63,63,389,BIMobject,IT Services,1.312,-10.431,0.313,55.875,390.114,-8.49677,713.318,49.884,-0.31005,-68.382,298.81,-0.22307,-0.32185,-0.5789500000000001,Sweden,First North,BIM,-4.221,2021-11-02,BIM.ST,-0.5789500000000001,,-7.7,5.842,2.387,-0.20734,2022-01-28,Q3-2021,Technology,-0.2288477627924099,0.1432273643088943,0.0054394160755939,0.0745226894575601,0.5483311212042187,0.4548546952766836,0.6689650114402893
64,64,1538,BioArctic,Biotechnology,14.681,-66.646,0.029,-20.783,935.222,,9193.464,50.599,-0.14127,-137.945,807.185,-0.11675,-0.26582,0.1366399999999999,Sweden,Mid Cap,BIOA B,-63.741,2021-10-21,BIOA-B.ST,0.1366399999999999,,-80.624,343.027,11.39,-0.13092,2022-01-28,Q3-2021,Health Care,-0.1708963868258206,-0.0222225311209531,-0.0398115274619671,-0.9210315248643204,0.5554371811425494,0.4281667757222882,0.3961630697779933
65,65,35,BioGaia,Health Products,8.185,54.897,0.39,563.879,1967.688,0.7364499999999999,9956.628,35.358,0.1068399999999999,181.369,1838.81,-0.06805,-0.02761,0.05794,Sweden,Mid Cap,BIOG B,34.27,2021-10-21,BIOG-B.ST,0.05794,0.0069199999999999,50.679,12.989,5.415,1.76412,2022-01-28,Q3-2021,Food and Beverage,0.098633899097786,0.286569313834307,0.0605316570450724,1.8077021182631168,0.3687508021331059,0.3029484611403933,0.3068989050216695
66,66,36,Bioinvent,Biotechnology,4.299,-6.573,0.074,-134.742,1520.183,-0.8024,2245.286,47.172,-0.1184099999999999,-341.616,1445.495,0.04861,-0.2026599999999999,-0.32454,Sweden,Mid Cap,BINV,-5.989,2021-10-28,BINV.ST,-0.32454,,-13.118,19.83,1.553,1.16077,2022-01-28,Q3-2021,Health Care,-0.2363314988983013,-0.0886353813981606,0.0225432093709019,0.4698324531865552,0.4344071646723719,0.3903491073228538,0.4397566096115394
67,67,37,Biotage,Medical Equipment,26.297,45.092,0.791,721.655,1503.0,0.31533,12250.42,39.544,0.18661,271.676,1090.0,-0.31283,-0.2320799999999999,0.27632,Sweden,Large Cap,BIOT,44.536,2021-10-28,BIOT.ST,0.27632,0.00814,59.078,10.311,11.239,0.0581299999999999,2022-01-28,Q3-2021,Health Care,0.2492440366972477,0.4801430472388556,-0.0035193087350293,-0.0951328636071044,0.358594889678003,0.3305992277847111,0.3390521016753454
68,68,1429,Biovica,Biotechnology,1.266,-30.525,0.014,5.105,165.02,-1.24253,1010.614,60.698,-0.31554,-33.108,156.917,-0.15476,-0.34015,-0.14044,Sweden,First North,BIOVIC B,-17.974,2021-06-17,BIOVIC-B.ST,-0.14044,,-20.375,431.517,6.44,-0.2227499999999999,2022-01-28,Q2-2022,Health Care,-0.2109905236526316,0.0309356441643437,-0.0012189888366925,-0.0213106106035596,0.5712365554877263,0.5066656724954006,0.5242560825091351
69,69,1577,Bio-Works,Pharmaceuticals,2.134,-11.064,0.208,41.921,56.915,-2.98669,718.404,72.102,-0.31294,-64.933,47.968,0.0351799999999999,0.1942,1.34624,Sweden,First North,BIOWKS,-47.003,2021-08-20,BIOWKS.ST,1.34624,,-41.743,60.732,14.977,-0.1731599999999999,2022-01-28,Q2-2021,Health Care,-1.3536732821881254,0.7365545111130634,0.0549184028479263,1.0286543936921788,0.6661604380953795,0.6128607357219522,0.4893144668218112
70,70,38,Björn Borg,Clothing & Footwear,3.614,11.733,1.106,435.267,676.127,0.21819,1119.086,44.017,0.23456,95.381,324.919,0.17881,0.25706,1.3153,Sweden,Small Cap,BORG,12.301,2021-11-19,BORG.ST,1.3153,0.03371,14.684,1.496,3.444,0.02582,2022-01-28,Q3-2021,Consumer Durables,0.2935531624804952,0.6437651506299852,0.1210353084607452,3.2395433610711883,0.3996220837818397,0.3545521370084634,0.3424269416787756
71,71,40,Boliden,Mining - Steel & Aluminum,498.273,13.305,0.889,12851.0,75441.0,0.1902,104973.5,32.135,0.17653,7890.0,48253.0,0.24772,0.14294,0.37464,Sweden,Large Cap,BOL,9.689,2021-10-22,BOL.ST,0.37464,0.03713,12.324,1.566,2.175,0.08951,2022-01-28,Q3-2021,Materials,0.1635131494414855,0.1703450378441431,-0.0732103391563107,-2.229632537523262,0.3134310616019108,0.3067806395753417,0.3009392042779005
72,72,1325,Bonava B,Real Estate,24.89,4.933,0.672,2344.0,24404.0,0.1341,8582.709,30.737,0.11721,1740.0,7734.0,-0.07589,-0.1434,-0.05662,Sweden,Mid Cap,BONAV B,9.174,2021-10-28,BONAV-B.ST,-0.05662,0.06633,9.39,0.523,1.11,-0.03024,2022-01-28,Q3-2021,Financials,0.2249806051202482,0.096049827897066,-0.0304466958850211,-1.2043786361160669,0.2803902196659854,0.2607162308918514,0.2316950573025007
73,73,1474,Bonesupport,Biotechnology,7.03,-27.903,0.597,182.64,342.678,-1.31334,2513.472,93.132,-0.31059,-90.078,284.921,-0.00903,-0.5206000000000001,-0.45915,Sweden,Mid Cap,BONEX,-26.873,2021-11-04,BONEX.ST,-0.45915,,-27.754,12.281,8.822,-0.2912,2022-01-28,Q3-2021,Health Care,-0.3161507926758645,0.5329784812564564,0.12059656618402,0.7609325698582313,0.8280920273728825,0.4679415107718321,1.4525410397217875
74,74,1463,Boozt,Clothing & Footwear,31.951,-16.806,1.091,2157.1,4830.1,0.14317,11197.55,36.574,0.08499,-666.3,2190.9,0.15928,-0.1,0.0048,Sweden,Large Cap,BOOZT,43.811,2021-11-09,BOOZT.ST,0.0048,,60.028,2.124,5.111,0.61412,2022-01-28,Q3-2021,Consumer Durables,-0.3041215938655346,0.4465953085857435,0.0031850018529848,0.0780107724177121,0.4042164119750177,0.3790309273772264,0.3741922205750115
75,75,244,Boule Diagnostics,Medical Equipment,0.567,400.071,0.768,180.0,541.2,-0.06202,960.171,43.72,-0.09712,2.4,273.9,-0.0129699999999999,-0.1661,-0.11696,Sweden,Small Cap,BOUL,-49.828,2021-11-10,BOUL.ST,-0.11696,0.01112,-36.095,2.309,3.506,-0.02854,2022-01-28,Q3-2021,Health Care,0.008762322015334,0.3325942350332594,0.0024857690309409,0.0559138802287024,0.3946562318702862,0.3673692981542298,0.4074560627118365
76,76,909,Bravida,Installation,19.872,29.688,1.167,3136.0,18227.0,0.19186,22117.92,23.308,0.16485,745.0,6221.0,-0.13716,-0.18154,0.05871,Sweden,Large Cap,BRAV,17.639,2021-10-26,BRAV.ST,0.05871,0.02311,21.4,1.04,3.555,0.08449,2022-01-28,Q3-2021,Industrials,0.119755666291593,0.1720524496625884,0.0163142492652795,0.7249723756634557,0.2567224050358056,0.2414488383264118,0.2062458782546131
77,77,268,Bredband2,Telecommunications,1.523,39.086,1.073,476.472,1291.766,0.0866,1918.975,20.968,0.09531,49.096,512.975,-0.16805,-0.11283,-0.05425,Sweden,First North,BRE2,33.052,2021-11-09,BRE2.ST,-0.05425,0.02494,39.314,1.385,3.741,3.28074,2022-01-28,Q3-2021,Telecom,0.0957083678541839,0.3688531823875222,-0.0312018199842384,-1.3808765628069262,0.2082704751843945,0.1891831879304546,0.2070926623702144
78,78,42,Brinova Fastigheter,Real Estate,2.05,-3.957,0.051,239.6,7313.2,0.03849,4178.332,44.3,0.1242,-1056.0,2704.6,-0.14542,0.02878,0.38835,Sweden,Mid Cap,BRIN B,38.125,2021-10-29,BRIN-B.ST,0.38835,,11.303,11.148,1.545,0.34421,2022-01-28,Q3-2021,Financials,-0.3904459069733048,0.0327626757096756,0.030752366191227,0.605091639164779,0.382011496048348,0.3616757924428405,0.4657973660479608
79,79,43,BTS Group,Business Consultants,2.95,-238.792,0.763,,2318.817,0.26797,6529.038,38.361,0.19856,-27.342,905.046,-0.19762,0.0401199999999999,0.39545,Sweden,Mid Cap,BTS B,25.102,2021-11-10,BTS-B.ST,0.39545,0.00356,36.228,3.691,7.214,0.21191,2022-01-28,Q3-2021,Industrials,-0.0302106191287514,,-0.0465813819703098,-0.7198832140047122,0.4647303179883887,0.3637351222607581,0.5930481630960731
80,80,375,Bufab,Industrial Components,26.443,111.848,0.916,1518.0,6020.0,0.1423,12862.46,46.884,0.19215,115.0,2243.0,-0.06897,0.0305299999999999,0.78006,Sweden,Large Cap,BUFAB,23.085,2021-10-27,BUFAB.ST,0.78006,0.00815,29.281,2.331,5.734,0.14907,2022-01-28,Q3-2021,Industrials,0.0512706197057512,0.2521594684385382,-0.0314578767982232,-0.7088213742168282,0.4248472910209779,0.3969784106189933,0.4067543865751288
81,81,254,Bulten,Industrial Components,7.181,29.883,1.199,754.0,3216.0,0.13437,1912.536,35.111,0.11057,64.0,1618.0,0.125,-0.01942,0.0294499999999999,Sweden,Mid Cap,BULTEN,9.187,2021-10-28,BULTEN.ST,0.0294499999999999,0.022,10.54,0.496,1.182,0.05685,2022-01-28,Q3-2021,Industrials,0.0395550061804697,0.2344527363184079,-0.1003663865820632,-3.5962368987652336,0.3506756553707508,0.3288935012919693,0.2557876895704083
82,82,44,Bure Equity,Holding Companies,34.819,-44.986,,,22710.0,0.28029,22763.131,41.476,0.25392,-506.0,22661.0,-0.2416,-0.33086,0.11393,Sweden,Large Cap,BURE,3.549,2021-11-11,BURE.ST,0.11393,0.00651,3.954,,1.005,0.31722,2022-01-28,Q3-2021,Financials,-0.0223291116896871,,0.0103985447026293,0.309109098770855,0.3671930045946944,0.3366702726363875,0.3083190912636703
83,83,2282,Byggfakta,Information Services,6.003,,,,,,11261.35,43.405,,,,-0.24041,-0.91048,-0.94076,Sweden,Large Cap,BFG,,,BFG.ST,,,,,,,2022-01-28,Q4-2020,Industrials,,,-1.9563164613323192e-05,-0.0004130845878282,0.43405,0.3709897004338871,0.43405
84,84,45,Byggmax,Retailers,31.462,12.603,1.259,2633.0,6073.0,0.24272,4385.828,37.958,0.27575,348.0,2252.0,-0.02706,-0.00828,0.22801,Sweden,Mid Cap,BMAX,7.683,2022-01-26,BMAX.ST,0.22801,0.05563,7.029,0.574,1.948,0.2311,2022-01-28,Q4-2021,Consumer Durables,0.1545293072824156,0.4335583731269554,-0.0550856123141516,-1.5321034969144711,0.3707828591009375,0.3437163774814297,0.3295260256777333
85,85,598,Byggmästare AJ Ahlström,Holding Companies,0.772,-17.802,0.353,1013.001,2226.699,0.3885699999999999,2426.571,47.761,0.3375399999999999,-136.311,1729.861,0.125,-0.13055,0.93605,Sweden,First North,AJA B,3.945,2021-11-19,AJA-B.ST,0.93605,,3.991,3.087,1.403,0.88024,2022-01-28,Q3-2021,Financials,-0.078798816783545,0.4549339627852709,-0.0250194711859111,-0.6170595086220718,0.5570523780131462,0.4162366232977154,0.3716128475622473
86,86,1379,Byggpartner,Construction & Infrastructure,1.451,16.184,2.737,139.955,756.455,1.55437,1047.255,35.992,0.3703499999999999,64.709,176.774,0.03593,0.08396,0.32669,Sweden,First North,BYGGP,10.95,2021-11-17,BYGGP.ST,0.32669,0.04046,15.996,0.506,5.924,0.11068,2022-01-28,Q3-2021,Industrials,0.3660549628339009,0.1850143101704661,-0.030598465528438,-0.7228855109620155,0.3437740725426718,0.3192267978134503,0.3879446532189028
87,87,1719,Calliditas Therapeutics,Pharmaceuticals,63.822,-8.056,0.112,-132.619,1768.664,-0.94296,4930.616,106.329,-0.34474,-612.016,1261.849,0.10047,-0.26863,-0.21631,Sweden,Mid Cap,CALTX,-9.022,2021-11-18,CALTX.ST,-0.21631,,-10.574,24.831,3.907,0.22808,2022-01-28,Q3-2021,Health Care,-0.4850152435037789,-0.0749825857257229,0.1240922856506624,1.153951450310888,0.7507854832702272,0.5402116407177048,0.985591364352528
88,88,921,Camurus,Pharmaceuticals,15.143,-38.73,0.5,453.671,1046.007,-0.41253,7051.009,44.993,-0.17149,-182.055,827.468,-0.20715,-0.27915,-0.3602,Sweden,Mid Cap,CAMX,-38.221,2021-11-04,CAMX.ST,-0.3602,,-49.427,13.473,8.521,0.05697,2022-01-28,Q3-2021,Health Care,-0.2200145504116171,0.4337169827735378,-0.0070227822906574,-0.1958080264814242,0.408084203735152,0.3478622903459908,0.3287141187665888
89,89,748,Cantargia,Biotechnology,8.424,-3.371,,-303.841,697.947,-1.06946,1613.107,78.286,-0.502,-478.594,635.077,-0.0176899999999999,-0.31489,-0.7185299999999999,Sweden,Mid Cap,CANTA,-3.007,2021-11-11,CANTA.ST,-0.7185299999999999,,-5.06,,2.54,0.5691299999999999,2022-01-28,Q3-2021,Health Care,-0.7535999571705478,-0.4353353478129428,0.0242592297183641,0.2620636645761355,0.7177499182119133,0.6084012748108657,0.8484179343636444
90,90,2252,Cary Group,Auto & Equipment,12.514,-33.267,0.55,1273.6,3557.0,0.06334,11161.02,43.405,-0.00338,-335.5,1560.0,-0.12371,-0.91048,-0.94076,Sweden,Mid Cap,CARY,72.639,,CARY.ST,,,-2110.973,5.701,7.154,,2022-01-28,Q3-2021,Consumer Durables,-0.2150641025641025,0.3580545403429856,-1.9563164613323192e-05,-0.0004130845878282,0.43405,0.3709897004338871,0.43405
91,91,46,Castellum,Real Estate,183.398,-6.763,0.047,4137.0,126514.0,0.03288,73813.781,27.945,0.16176,-10914.0,62622.0,-0.08448,-0.11704,0.0584999999999999,Sweden,Large Cap,CAST,30.296,2021-10-19,CAST.ST,0.0584999999999999,0.03232,5.791,12.399,1.179,0.23906,2022-01-28,Q3-2021,Financials,-0.1742837980262527,0.0326999383467442,-0.0282577861764704,-1.0983650303569452,0.2303789728295806,0.2186200629907604,0.2357930934554062
92,92,274,Catella B,Investment Banking,3.839,-3.652,0.344,1139.0,4843.0,0.00724,3644.396,36.263,0.0420399999999999,-998.0,1586.0,0.10294,0.3912299999999999,0.23134,Sweden,Mid Cap,CAT B,215.019,2021-11-11,CAT-B.ST,0.23134,0.02182,51.332,2.189,2.298,0.19876,2022-01-28,Q3-2021,Financials,-0.6292559899117276,0.2351848028081767,-0.0493221929519575,-0.9460220755845252,0.4034596907977049,0.3147199659702396,0.477838072655775
93,93,47,Catena,Real Estate,22.176,-46.95,0.056,1072.0,24055.801,0.04871,21273.131,29.252,0.23042,-453.1,10174.0,-0.04621,0.00097,0.32138,Sweden,Large Cap,CATE,30.397,2021-10-28,CATE.ST,0.32138,0.01453,9.068,15.715,2.091,0.21992,2022-01-28,Q3-2021,Financials,-0.0445350894436799,0.0445630557053577,-0.0236705362530904,-0.8300719449614474,0.2644564541534577,0.2589150074549414,0.2613557168831224
94,94,984,Catena Media,Gambling & Casinos,33.416,16.407,0.359,1232.63,3843.776,0.01714,3895.845,53.041,-0.02382,237.449,2330.094,-0.09551,-0.16927,0.76102,Sweden,Mid Cap,CTM,89.342,2021-11-17,CTM.ST,0.76102,,-66.098,2.823,1.672,0.01316,2022-01-28,Q3-2021,Consumer Durables,0.1019053308578967,0.3206820584758321,-0.2055475201165965,-3.8290207736878847,0.5377709955612566,0.4724358986155433,0.4919989342014167
95,95,2023,CDON,Retailers,3.963,78.446,1.955,235.1,319.1,-2.07643,2322.0,70.041,-0.1656,29.6,202.3,-0.16782,-0.19643,-0.33457,Sweden,First North,CDON,-65.503,2021-10-21,CDON.ST,-0.33457,,-64.371,3.723,11.478,1.02346,2022-01-28,Q3-2021,Consumer Durables,0.1463173504695996,0.7367596364775931,0.069165519378451,1.37385878477387,0.8360399616307834,0.7041116063394736,0.4614101995713574
96,96,387,Cell Impact,Industrial Machinery,14.848,-12.533,0.339,33.9,205.8,-0.59195,1584.195,85.667,-0.44206,-126.4,149.3,-0.55823,-0.5686,-0.60266,Sweden,First North,CI B,-23.915,2021-10-22,CI-B.ST,-0.60266,,-18.67,22.729,10.611,1.29944,2022-01-28,Q3-2021,Industrials,-0.8466175485599464,0.1647230320699708,-0.1058286720553896,-1.4805024773097375,0.7947295993583426,0.7423195015893914,0.6551395999981431
97,97,49,CellaVision,Medical Equipment,8.917,112.401,0.713,363.663,746.983,0.27747,7012.488,45.813,0.22815,62.388,500.484,-0.24031,-0.3169099999999999,-0.01143,Sweden,Mid Cap,CEVI,49.11,2021-10-22,CEVI.ST,-0.01143,0.00255,61.412,13.172,14.011,0.12061,2022-01-28,Q3-2021,Health Care,0.1246553336370393,0.4868424047133603,-0.0970813916418337,-2.1572622151266336,0.3931949484752098,0.3470787563661079,0.4124513215415875
98,98,2140,checkin.com,IT Services,1.578,-27.002,0.229,33.688,142.964,-0.04547,1050.561,63.856,-0.03832,-38.907,130.107,-0.39792,-0.4139,-0.94076,Sweden,First North,CHECK,-216.072,2021-11-03,CHECK.ST,,,-194.139,32.063,8.075,,2022-01-28,Q3-2021,Technology,-0.2990384837095621,0.2356397414733779,0.1001145803897249,1.563191586371772,1.1067538174190474,0.7968380649286775,0.5869819755996878
99,99,436,Christian Berner Tech,Industrial Components,0.871,-11.894,1.258,310.551,592.903,0.23257,502.741,44.306,0.18219,-42.27,190.369,-0.19033,-0.20944,-0.01832,Sweden,Small Cap,CBTT B,15.684,2021-10-21,CBTT-B.ST,-0.01832,0.02799,14.495,0.674,2.641,0.12514,2022-01-28,Q3-2021,Industrials,-0.2220424543912086,0.5237804497531636,0.1101144094442612,2.601376974352356,0.441043480359506,0.394670704087717,0.3879542422022979
100,100,1676,Cibus Nordic,Real Estate,48.771,-7.776,0.055,743.461,14362.14,0.04983,10894.4,29.349,0.0905899999999999,-1401.076,4982.203,0.09655,0.07372,0.48263,Sweden,Mid Cap,CIBUS,28.304,2021-11-11,CIBUS.ST,0.48263,0.03702,21.945,13.803,2.187,0.14076,2022-01-28,Q3-2021,Financials,-0.2812161608027613,0.0517653358065023,0.0096155954842447,0.3206222728194941,0.2432906018954487,0.2066868861217046,0.2748667069890966
101,101,2077,Cint Group,IT Services,55.196,-102.492,0.437,652.532,2898.598,0.05085,25163.23,54.078,0.03735,-245.514,2345.147,-0.11498,0.0141599999999999,-0.94076,Sweden,Large Cap,CINT,248.949,2021-10-25,CINT.ST,,,185.45,19.888,10.73,,2022-01-28,Q3-2021,Technology,-0.1046902390340562,0.2251198682949481,0.0882651924318038,2.339806150589355,0.4551813685588439,0.4105129145194187,0.3457396891162995
102,102,51,Clas Ohlson,Retailers,39.296,6.612,1.305,3426.2,6395.4,0.21384,7307.84,43.405,0.2225,1105.2,2029.7,0.23367,0.26807,0.45716,Sweden,Mid Cap,CLAS B,13.312,2021-12-08,CLAS-B.ST,0.45716,0.0561,15.626,0.876,3.6,0.11706,2022-01-28,Q2-2022,Consumer Durables,0.544513967581416,0.5357288050786503,0.0801808455383328,3.0902846342167485,0.3480281459113303,0.2650094900845187,0.2377999682596235
103,103,1542,Climeon,Renewable Energy,5.856,-4.502,0.046,6.087,570.704,-0.5078,885.671,114.255,-0.31212,-196.718,353.546,0.98667,-0.14662,-0.7087,Sweden,First North,CLIME B,-4.779,2021-11-11,CLIME-B.ST,-0.7087,,-7.351,34.05,2.505,0.59915,2022-01-28,Q3-2021,Utilities,-0.5564141582707767,0.0106657742016877,-0.1523772002995324,-1.587466033490759,0.8700544564618387,0.715349436075033,0.8797417265332874
104,104,52,Cloetta,Food Processing,17.914,10.588,0.633,2148.0,9549.0,0.07684,7062.489,17.578,0.10454,667.0,4515.0,-0.09412,-0.11494,0.0165,Sweden,Mid Cap,CLA B,15.472,2022-01-28,CLA-B.ST,0.0165,0.04058,14.963,1.168,1.564,0.03154,2022-01-28,Q4-2021,Food and Beverage,0.1477297895902547,0.2249450204209865,0.0379466449778627,1.8409144736714929,0.1673253193272691,0.1591082360440214,0.1889206429387905
105,105,2097,CoinShares,Internet Transactions,5.168,-3.508,0.018,439.738,41170.512,-18.733,5033.824,70.342,-16.578989999999997,-1435.144,2024.538,-0.03906,0.13538,-0.94076,Sweden,First North,CS,-0.143,2021-11-04,CS.ST,,,-0.146,6.689,2.486,,2022-01-28,Q3-2021,Technology,-0.7088748148960404,0.0106808970459245,0.3149691032918198,3.3823661627915964,0.8106829610819631,0.768200120900633,0.8534674768717888
106,106,740,Collector,Consumer Lending,12.634,-3.668,0.061,2187.0,40583.0,0.01892,7406.039,43.202,0.11242,-2019.0,5266.0,-0.12603,0.0302899999999999,0.65793,Sweden,Mid Cap,COLL,9.643,2021-10-21,COLL.ST,0.65793,,12.51,2.997,1.406,0.1516499999999999,2022-01-28,Q3-2021,Financials,-0.3834029624003038,0.0538895596678412,-0.0174503483303515,-0.3357498674506736,0.4579194421890564,0.4160803140406041,0.4763518909738989
107,107,56,Concejo B,Security & Surveillance,0.871,-4.298,0.148,-9.2,1542.7,-0.2411599999999999,856.586,31.836,-0.14289,-199.3,881.1,0.06087,0.02809,0.07647,Sweden,Small Cap,CNCJO B,-1.119,2021-11-29,CNCJO-B.ST,0.07647,0.20492,-6.804,3.747,0.972,-0.0290799999999999,2022-01-28,Q3-2021,Technology,-0.226194529565316,-0.0059635703636481,0.0004627976472438,0.0228983140932605,0.3456562760061562,0.2577169071493821,0.1852368031379891
108,108,247,Concentric,Industrial Components,12.24,40.164,0.778,566.0,2314.0,0.34568,9478.755,54.854,0.24815,236.0,1354.0,-0.01,0.24247,0.35246,Sweden,Mid Cap,COIC,22.245,2021-11-03,COIC.ST,0.35246,0.01414,27.912,5.266,7.001,0.04234,2022-01-28,Q3-2021,Industrials,0.1742983751846381,0.2445980985306828,0.0813316574871394,1.4104660991070184,0.4115847106460892,0.3496160819046548,0.5284898049900019
109,109,741,Coor Service Management,Business Support & Services,19.928,21.742,1.61,1105.0,6021.0,0.11552,7631.426,27.31,0.1175099999999999,351.0,2119.0,-0.03746,0.01724,0.41979,Sweden,Mid Cap,COOR,22.958,2021-11-09,COOR.ST,0.41979,0.05524,30.649,0.787,3.601,-0.0343199999999999,2022-01-28,Q3-2021,Industrials,0.1656441717791411,0.1835243315063943,0.0352003412456147,1.593806559814066,0.2508551517979416,0.2361276606155966,0.2024188283741586
110,110,312,Copperstone,Mining,1.737,-21.05,,-55.809,571.47,-0.03786,1318.082,31.149,0.00049,-62.617,547.711,-0.03752,-0.19728,0.7664700000000001,Sweden,First North,COPP B,-81.054,2021-08-20,COPP-B.ST,0.7664700000000001,,5900.0,,2.407,0.67927,2022-01-28,Q2-2021,Materials,-0.1143248903162434,-0.0976586697464433,0.0003729714218492,0.0048153718214626,0.4663469455958864,0.4153022256449426,0.7098807053949165
